source_id,qa_response
15103,"Here’s a quick, passage-based recipe for making a graph—using a bar graph as your example:

1. Collect your data  
   • Make sure it’s set up to compare categories (e.g. rainfall by month).  

2. Choose your graph type  
   • Bar graphs (for comparing groups/types) or line graphs (for trends).  
   • If you have only a few, very different data points, a pie chart can work too.  

3. Set up your bar graph  
   • Title your graph.  
   • Draw two axes on graph paper (optional but helps accuracy).  
   • Label the x-axis with your categories.  
   • Decide how “high” the y-axis needs to go—pick a scale that accommodates your largest value.  

4. Plot your data  
   • For each category, draw a rectangular bar whose height matches its value on the y-axis.  
   • Make sure bar heights are proportionate to the data.  

5. Add finishing touches  
   • Color or shade each bar for clarity.  
   • Double-check your labels, title, and scale."
15108,"Here’s how to change when your PC goes to sleep:

1. Open Power Options  
   - On Windows 7: Click Start ▶ Control Panel ▶ Power Options  
   - On Windows 10: Type “power options” in the taskbar search box and select Power Options  

2. In the Power Options window, click “Change when the computer sleeps” (in Windows 7 it’s in the left pane; in Windows 10 you may first click “Change plan settings” next to your active plan).  

3. Under “Put the computer to sleep,” choose the idle time you want (or select “Never” to disable sleep).  

4. Click Save changes."
15111,"Hugging has been shown to:
• Boost well-being, producing a warm, feel-good effect throughout the body (Passage 1)  
• Foster emotional intimacy and stronger relationships—sometimes described as giving someone a “psychological hug” (Passage 2)  
• Soothe existential anxiety by reducing worry about mortality (Passage 3)"
15112,"1. Remove the roast from the refrigerator and let it stand at room temperature for at least 1 hour.  
2. Preheat your oven to 375 °F.  
3. Rub the roast all over with your seasoning of choice (Passage 1 uses “House Seasoning”; Passages 2–3 call for a little salt and lots of fresh-ground black pepper).  
4. Set the roast on a rack in a roasting pan, rib side down, fatty side up.  
5. Roast for 1 hour.  
6. Turn off the oven and let the meat rest before carving."
15120,"Cook the chicken on LOW for about 6–8 hours.  
(Or you can do 1 hour on HIGH then about 5 hours on LOW; some recipes also say 4 hours on HIGH will yield tender chicken.)"
15130,Leasing is a contractual arrangement whereby a lessee obtains the right to use an asset owned by a lessor in return for a series of periodic (rent) payments.
15135,"Necrotizing fasciitis is almost always caused by bacteria—most commonly group A beta-hemolytic Streptococcus (Streptococcus pyogenes), either alone or with other bacteria such as staphylococci—gaining entry through even minor breaks in the skin (cuts, scrapes, burns, surgical wounds, insect bites, etc.). Fungi are a very rare cause."
15143,"Elements – pure substances made of only one kind of atom (all atoms have the same number of protons).  
Compounds – pure substances formed when two or more different elements chemically bond in a fixed ratio; they have uniform properties and require chemical methods to decompose.  
Mixtures – physical combinations of elements and/or compounds with variable composition; each component keeps its own properties and can be separated by physical means."
15147,"1. Prepare: Lay a clean towel in the sink and fill it with hot water.  
2. Detergent: Apply a small drop of mild detergent only to the bottom and rim of one glass at a time.  
3. Washing: Cradle the bowl in one hand to protect the stem and scrub the inside with a soft-foam stemware brush.  
4. Stubborn residue: If needed, dissolve a little baking soda in hot water, let it stand in the glass for a few minutes, then scrub again.  
5. Rinsing: Rinse thoroughly with hot water.  
6. Drying: Wipe immediately with a smooth, lint-free cloth (microfiber or flour-sack towel).  "
15149,"1. Use a knife to score or slice just through the skin all the way around each potato.  
2. Boil the scored potatoes for about 15 minutes.  
3. Immediately plunge them into a bowl of ice water (or very cold water) for a few seconds.  
4. Remove and rub the potatoes— the skins will slip right off."
15160,"Here’s how to tackle oil stains on a concrete driveway, drawing on the methods in the passages:

1. Pre-clean  
   • Rinse away loose dirt and debris with a garden hose (avoid high-pressure, which can drive oil deeper).  

2. Choose a cleaner  
   • Oven cleaner, GOOP hand cleaner or carburetor cleaner (Passage 1)  
   • Commercial-grade concrete cleaner (Passage 3)  

3. Apply and agitate  
   • Spread the cleaner over the stain  
   • Scrub with a stiff brush or broom  

4. Rinse or pressure-wash  
   • Rinse thoroughly with your hose  
   • Or, for larger/stubborn stains, add detergent to a pressure washer; spray evenly at a constant nozzle distance to avoid streaking (Passage 3)  

5. (Optional) Poultice for fresh or small stains  
   • Mix an absorbent material with a solvent to draw out remaining oil (Passage 2)  

Repeat steps as needed until the stain is gone."
15164,"Sausalito has a mild, largely rain-fed climate with no snow.  Key averages are:  
• Annual rainfall: 34″ (0″ of snow) over about 56 wet days  
• Sunny days: 256 per year  
• Average July high: 69 °F  
• Average January low: 43 °F  
• Monthly average temps range from about 50 °F (December) up to the high-50s (September)"
15175,"Two key differences:  
1. Coverage  
   - ADA applies only to private‐sector employers with 4–15 employees.  
   - FEHA applies to more employers (public and private) of any size.  
2. Disability standard  
   - ADA requires a “substantial” limitation on a major life activity.  
   - FEHA requires only that a mental or physical disability “limits” (not necessarily substantially) a major life activity."
15180,"1. Preheat an outdoor grill to medium heat and lightly oil the grate.  
2. In a bowl, combine seasoned salt, black pepper, garlic powder, onion powder, paprika, Worcestershire sauce and smoke flavoring.  
3. Rinse pork chops, sprinkle both sides with the spice mixture, and massage it into the meat. Let stand 10 minutes.  
4. Grill over indirect heat until no longer pink inside, about 12 minutes per side."
15238,"Visual merchandising is the in-store projection of a retailer’s overall strategy and goals—using displays, layouts and window presentations rather than just advertising to attract shoppers.  By shaping how products and environments look, it not only draws customers inside but “makes the horse drink” (i.e. turns interest into purchase), influencing consumer buying behavior (for example, through shop‐window displays that affect men’s and women’s shopping choices and the store attributes they value). "
15239,"The passages cite the following as the earliest signs and symptoms of pregnancy:  
• A missed period  
• Bloating  
• Spotting  
• Cramping  
• Mood swings (unusual emotion/weepiness)  
• Dizziness (light-headedness from lower blood pressure)  
Nausea and vomiting (“morning sickness”) usually begin later, around six weeks after the last period."
15254,"An adverb clause is a dependent clause that modifies a verb, an adjective, or another adverb (most often a verb) and is introduced by subordinate conjunctions such as after, although, because, if, when, while, etc.  
An adjective clause is a dependent clause that modifies a noun or pronoun and is introduced by a relative pronoun (who, whose, whom, which, that) or by when or where."
15269,"• Identify your grass type to choose the right fertilizer and schedule.  
• Do a soil pH test to pick a fertilizer with the correct pH.  
• Measure your lawn to calculate how much fertilizer you need.  
• Time your application for the start of the growing season (e.g., when warm-season grass first turns green in spring).  
• Spread fertilizer in one direction, then apply the remainder in a perpendicular pattern for even coverage.  
• Test your rate by stepping on the turf—if the blades spring back, the amount is correct; if they stay flat, you’ve over-fertilized."
15275,"Examples of kinetic energy (energy of motion) from the passages include:  
• An airplane in flight  
• A baseball thrown by a pitcher  
• A moving car, a rolling ball, a flowing river, an athlete running, a ride in an amusement park, or a satellite in orbit  

Examples of potential energy (stored energy) include:  
• Gravitational potential energy (an object raised to a height)  
• Elastic potential energy (in a stretched or compressed material)"
15300,"Building a second-floor addition typically runs about $100–$300 per square foot, though complex or high-end jobs can reach $400–$500 per square foot."
15301,"You can confirm that your return was actually filed and see its processing status by one of three IRS-supported methods:  
1. Online  
   • Go to the IRS “Where’s My Refund?” tool (or log into your tax-software account).  
   • Have on hand your Social Security number, your filing status and the exact refund amount you’re expecting.  
   • If you e-filed, check 24–72 hours after the IRS acknowledges receipt; if you mailed a paper return, wait 3–4 weeks.  
2. By phone  
   • Call the IRS refund hotline and provide the same three pieces of information.  
3. Via mobile app  
   • Download IRS2Go (iOS or Android) and log in to view your return’s status.  
Additionally, most tax-prep software will send you an email confirmation when the IRS accepts your e-filed return."
15302,"A carbon footprint is a way of quantifying the environmental effect of your lifestyle by measuring, in tons, how much carbon dioxide and other greenhouse gases your daily activities produce."
15308,"Homemade “patterned” texture rollers actually work very well—often better than commercial texture rollers—because they produce the random, irregular patterns faux‐finish work typically requires, whereas most store-bought rollers lay down a fixed repeat."
15317,"Here’s a concise, passage‐based rib-making outline:

1. Prep  
 • Remove the membrane from the bone side (use a knife to loosen it at the narrow end, then peel it off).  
2. Season  
 • Mix mustard (and liquid smoke, if using) and brush on both sides of the ribs.  
 • Sprinkle on a dry-rub and pat to adhere.  
3. Cook  
 a. Grilling (total 20 min.):  
   – Preheat grill to medium (350–450 °F).  
   – Place ribs meaty-side up, brush with BBQ sauce, cover and grill 5 min.  
   – Flip, brush and grill another 5 min.  
   – Continue flipping and brushing every 5 min. until sauce thickens, ribs are hot through, and have grill marks.  
 b. Oven (prep only in passages):  
   – Put ribs plus enough BBQ sauce to cover in a resealable bag.  
   – Line a baking pan with heavy-duty foil (make a tent)."
15320,"You don’t “lose weight” (fat) by having a bowel movement—at most you shed the mass of the stool itself, which virtually never shows up on a regular bathroom scale. True fat loss only happens when you eat fewer calories than you burn."
15332,"Political effects  
• Reconstruction left unresolved tensions with the former Confederate states.  
• After the Civil War, “important changes” in law and governance secured and maintained national unity.  

Economic effects  
• The Civil War integrated the South into a national market economy, ending its semi-subsistence agriculture.  
• Industrialization and large-scale enterprises took hold.  
• During Reconstruction, freed African Americans, though technically free, were largely denied wage work and entered crop-lien (sharecropping) contracts with their former masters.  

Social effects  
• Reconstruction institutions perpetuated segregation.  
• Newly freed African Americans had no homes or employers outside the plantation system, binding them to their former masters.  
• Immigration over 400 years continually reshaped the nation’s social fabric."
15339,"An ad hominem fallacy attacks a person’s character, motive, or other trait instead of addressing their argument.  Poisoning the well is a specific kind of ad hominem in which you discredit someone’s integrity or intelligence before they even present their case, thereby biasing the discussion against them from the start."
15369,"1. Paint the wood with a flat or satin basecoat (flat gives a more aged look).  
2. In a separate container, mix a paint two shades darker than your basecoat with an equal amount of glazing medium.  
3. Once the basecoat is dry, dip a crumpled rag or plastic bag into the glaze mixture and dab it over the surface, then lightly wipe or blot to remove excess—this creates an antique, worn‐in effect."
15371,"Rocks are the hard, large masses that make up the Earth’s crust—substantial, often too big to lift by hand, and used metaphorically as something solid and grounded (Passages 1 & 2). Stones are the smaller fragments or pebbles of rock—small enough to carry or pelt and more often shaped or used by people (Passages 1 & 3)."
15373,"Gluten is found in:  
1. Grains and their derivatives:  
   - Wheat (including wheatberries, durum)  
   - Rye  
   - Barley  
   - Triticale  
   - Malt products (malted barley flour, malt extract/syrup/flavoring, malt vinegar)  
   - Brewer’s yeast  
2. Common foods made from these grains:  
   - Pastas: ravioli, dumplings, couscous, gnocchi  
   - Noodles: ramen, udon, soba (unless 100% buckwheat), chow mein, egg noodles  
   - Breads & pastries: croissants, pita, naan, bagels, flatbreads, cornbread, potato bread, muffins, donuts, rolls"
15381,Normally only a low amount of B-type (brain) natriuretic peptide is found in the blood.  Reference ranges vary by age and are slightly higher in women than in men.
15388,"Bucharest has a humid continental climate: in winter temperatures often dip below 0 °C (and can reach –20 °C), while in summer the average is about 23 °C, with mid-summer highs of 35–40 °C."
15395,"1. Preheat the oven to 300 °F (150 °C).  
2. Tear or chunk white bread and push it through the shredding disk of a food processor (or pulse in a blender) until you have coarse crumbs.  
3. Spread the crumbs in a single layer on a baking sheet.  
4. Bake 6–8 minutes (about 5 minutes in some recipes), shaking the pan twice, until the crumbs are dry but not browned.  
5. Let cool completely before using."
15397,Breed a Shugabush and a Furcorn together in the Shugabush Island breeding structure.
15422,"Twins arise when a single pregnancy produces two offspring by one of two routes:  
1. Monozygotic (identical) twins form when one zygote splits into two embryos (sometimes as late as after day 9, giving rise to monoamniotic or even conjoined twins).  
2. Dizygotic (fraternal) twins form when two separate eggs are each fertilized by their own sperm cell."
15438,"Here are three simple home‐methods for removing tarnish from silver (and similar jewelry):

1. Mild soap wash (light tarnish)  
   • Mix a few drops of mild dish soap in warm water.  
   • Dip a soft cloth, rub the jewelry, rinse in cool water and buff dry with a soft cloth.

2. Baking-soda paste (heavy tarnish)  
   • Stir 3 parts baking soda to 1 part water into a paste.  
   • Wet the piece and gently rub on the paste with a soft, lint-free cloth (avoid paper towels).  
   • Rinse and buff dry.

3. Hot salt-water soak (light tarnish)  
   • Pour about 2 cups hot water into a bowl, stir in salt until it dissolves.  
   • Submerge your jewelry (ensure any gemstones tolerate salt water).  
   • Remove once tarnish lifts, rinse, and dry."
15442,"Here are the main ways, drawn from the passages:

1. Use a French people-search site.  If you know their middle name it helps narrow results.  
2. If they were born in France and you know the birth city, write or email that town hall (mairie).  
3. Search the “Pages Blanches” (white pages) at www.pagesjaunes.fr:  
   • Nom: last name  
   • Prénom: first name (optional)  
   • Ou: address or region (leave blank to search all France; enter “IDF” to cover Paris and its suburbs)  
   • Click “Trouver.”  
4. (Paris only) Post a “missed connection” ad on Paris Craigslist."
15450,"Forest fires clear away dead and decaying material, opening up light-filled space for new seedlings, and the heat they generate melts the resin sealing jack pine’s serotinous cones, causing them to open and release their seeds. Fires also reset succession—removing shade-towering spruces so fire-tolerant pioneers like jack pine can recolonize."
15453,"First, you must have a court‐issued judgment against the debtor (Passage 2).  After you obtain that judgment, you file a lien entry form with the motor‐licensing agency (MLA), pay the lien fee, and submit it along with the vehicle’s title documents.  Once the lien is processed (Passage 3):  
• one copy is attached to the semi’s title with your fee receipt  
• one copy plus receipt goes to OTC in its next report  
• one copy is kept on file at the MLA  
• you receive back a copy of the entry form, your fee receipt, and the multi‐part lien-release form"
15454,"A caldera is a very large (typically ≥1 km across) circular depression formed when a volcano’s magma chamber empties and the overlying rock collapses into the void.  A crater, by contrast, is a smaller, bowl-shaped depression around a volcanic vent (or, in some cases, an impact site), formed by the sinking or blasting out of rock and serving as the outlet for magma, lava, or ejecta."
15466,"Based on the passages, cupping massage offers:  
1. Elimination of toxins from the body  
2. Improved blood circulation  
3. Pain relief through reduced tissue inflammation (with increased range of motion, better flexibility, and pain control)  
4. Mental benefits, including decreased anxiety and depression"
15478,"Benefits of hiking as a hobby (from the passages):

• Accessible and inexpensive—easy to start at any fitness level and available near most people’s homes  
• Body benefits  
  – A cardiovascular workout that boosts overall fitness and helps reduce risk of heart disease  
  – Sunshine exposure raises vitamin D levels  
• Mind benefits  
  – Promotes mental health more dynamically than many gym exercises  
  – Helps combat stress and anxiety by reconnecting with nature  
  – Encourages exploration and a deeper knowledge of your local area"
15498,"You can change your U.S. Postal Service address three ways:

1. Online  
   • Go to https://moversguide.usps.com/ and complete the official Change-of-Address form (identity validated by a $1 credit/debit charge).  
   • Or use the USPS website’s Change-of-Address feature (can be done in as little as 1 minute, notifies USPS plus up to 100 additional organizations, secured by encryption).  

2. By Phone  
   • Call 1-800-ASK-USPS (1-800-275-8777) and follow the prompts.  

3. By Mail/Form  
   • Pick up PS Form 3575 at any Post Office, fill it out, and either hand it in at the counter or give it to your mail carrier, or mail it back to any Post Office."
15501,Your Snapchat was temporarily locked because you accessed it through an unauthorized third-party app. Snapchat disallows those apps for security reasons and will lock any account that keeps using them—even after warnings.
15513,"To plan a trip to Germany:

1. Check visa requirements and entry rules for your nationality.  
2. Choose when and where to go—consider seasons, regional events and cities you want to see.  
3. Draft an itinerary of top sights and activities in each location.  
4. Budget your travel: seek bargain flights, affordable hotels or hostels, cheap restaurants and city transport passes.  
5. Figure out how you’ll get around (trains, buses, car rental) and buy tickets or rail passes in advance.  
6. (If traveling with a pet) arrange required vaccinations, book pet-friendly hotels and learn German train pet rules.  
7. Learn basic German customs and culture to enrich your experience."
15529,"Salary exchange (also called salary sacrifice) is a way of making pension contributions by agreeing to give up part of your salary or bonus in return for your employer paying that amount into your pension instead.  Because your cash salary is reduced, both you and your employer pay lower National Insurance contributions.  In practice the amount you “sacrifice” equals your regular pension contribution (for example, 7.5% of pay for USS members or 9% for USPAS members), and your employer pays that same amount into the pension scheme on your behalf."
15533,"The main factors behind oily skin are:  
• Genetic inheritance – oily skin is largely hereditary.  
• Hormonal shifts – fluctuations (e.g. during puberty or menstrual cycles) can increase oil production.  
• Poor hygiene or inappropriate topical products – can make the skin appear oilier.  
Diet (including “greasy” foods, chocolate, peanut butter or alcohol) plays little to no role in causing oily skin."
15535,"The tropical‐rainforest floor is carpeted with herbs and mushrooms, and because of the constant heat and moisture dead plants and animals rot very quickly. This rapid decay releases rich nutrients that fuel new plant growth."
15539,"A sirloin steak is any steak cut from the rear back portion of the animal (the sirloin), whereas a porterhouse is a specific T-bone-style cut taken from further back on that same section. Because it’s cut closer to the rear, a porterhouse includes a larger portion of the tenderloin (fillet) alongside the sirloin and is correspondingly larger and pricier."
15540,"“Gemini” is the Latin word for “twins.”  Its first known appearance is in Aristotle’s Meteorologica (c. 300 BC), where Aristotle discusses observations involving a star in the Gemini constellation.  Later it was adopted as the third sign of the zodiac, following Taurus."
15542,"A raffle is a game of chance in which participants buy numbered tickets and winners are chosen by drawing those numbers at random. Depending on the format, ticket proceeds fund cash prizes and sometimes a charity. Examples from the passages:  
1. Reverse raffle – tickets numbered (roughly 1–55) are sold at $50 each; a table of 20 people (20 tickets) costs $1,000. Two $500 prizes are awarded (an early‐bird drawing and the first ticket pulled), then the remaining tickets are drawn “backwards” until a final winner remains.  
2. 50-50 draw – tickets are sold throughout a single‐day event; all sales form a pool, 50 % goes to the randomly drawn winner near the event’s end, and 50 % is reserved for a charity.  
3. Cash tip‐board raffles – sold separately from an event’s admission (which may include dinner and drinks), these allow additional chances to win cash prizes (for example, $10,000)."
15543,"Tallahassee’s year‐round average high temperature is about 79 °F, while the average low is around 56 °F."
15546,"When you open an E-ZPass (or TX-Tag) account you give a credit-card number and they pre-charge a set amount (e.g. $100 for EZ-Tag, $25 for TX-Tag) to establish your prepaid balance. A small windshield tag is read by antennae as you drive through the toll lane, and the correct toll is deducted from that balance. Once your balance falls below a trigger level (e.g. $10 for TX-Tag), your card is automatically charged again for the original amount to replenish the balance."
15550,"Safety pins in a first-aid box are used to  
• fashion a makeshift arm sling (by pinning a shirt cuff to the chest)  
• secure a bandana or other dressing over a bleeding arm or leg  
• help keep a severe wound closed when stitches aren’t available  
• remove splinters in the wilderness"
15576,Oracle has two CEOs because when founder Larry Ellison stepped down he named both of Oracle’s co-presidents—Mark Hurd and Safra Catz—to share the CEO role.
15583,Bake the bratwurst in a 350 °F oven for about 30 minutes.
12167,"On Xbox One (and PC with a controller), FIFA 16 skill moves use the same button combos as on Xbox 360. For example:  
• Ball Juggle (while standing): hold LT and tap RB.  
For the full list of moves and their inputs, see the “FIFA 16 Xbox & PC Skill Moves” guide (with video demos) at the top of the page."
12177,"Act immediately.  First, identify and seal every entry point (cracks, pipes, vents) mice use to enter.  Before you close each hole, stuff it with steel wool—it’ll block them from chewing back through.  Finally, remove all easy food and shelter (discarded scraps, clutter) so mice have no reason to return."
12183,Republicans use a combination of winner-take-all contests and proportional allocation based on each candidate’s share of the primary vote.
12218,"Per IRS instructions, amounts from Form 1099-PATR (boxes 1, 2, 3, and 5) are reported on Schedule C, Schedule F, or Form 4835 of your Form 1040."
12228,"The provided passages describe how to compute and lay out the dimensions of a truncated cone (a frustum) — its top diameter (t), bottom diameter (b), height (h) and slant width (w) — but they do not include any steps or commands for drawing it in GeoGebra."
12236,"Cycling is itself a form of aerobic exercise—so you’re not choosing one or the other.  In fact, especially on a stationary bike, cycling delivers the same cardiovascular benefits as other aerobics but with the lowest impact on your joints."
12243,"You won’t see a “toned” look just by exercising unless two things happen:  
1. You build enough muscle.  
2. You lower your body-fat percentage so that the muscle shows through.  
If you still have enough fat covering your muscles, they won’t appear defined even with daily workouts. "
12287,"Similarities  
- Both coordinate and regulate cells, tissues, organs and systems to maintain homeostasis.  
- Both use chemical messengers and are controlled by negative‐feedback loops.  

Differences  
- Structure: the nervous system is made of interconnected neurons; the endocrine system is made of discrete glands.  
- Messengers/transmission: the nervous system sends electrochemical pulses along neurons; the endocrine system secretes hormones into the bloodstream (circulatory system)."
12291,"Jalapeño health benefits (largely due to their capsaicin content) include:  
• Pain relief (natural analgesic)  
• Aiding weight loss (spicy alternative)  
• Acting as a natural nasal decongestant  
• Helping prevent heart disease, heart attack and even cancer  
• Supporting cardiovascular health (blood-pressure and heart-attack defense)  
• Providing vitamins, minerals and antioxidants"
12300,"Similarities  
• Both are formed elements of blood.  
• Both are produced from pluripotent stem cells in red bone marrow.  
• Both circulate in the blood (circulatory system) and are carried from one part of the body to another.  
• Both have a cell membrane and cytoplasm.  

Differences  
• Red blood cells carry oxygen from the lungs to body tissues (circulatory function).  
• White blood cells are part of the immune system and help the body combat disease and viruses."
